comment_id,s_category,status
242735,4,ok
242738,1,ok
242744,5,ok
242745,8,ok
242749,4,ok
242750,4,ok
242753,1,ok
242755,5,ok
242756,9,ok
242772,2,ok
242774,7,ok
242779,9,ok
242785,9,ok
242801,5,ok
242811,7,ok
242815,3,ok
242829,3,ok
242837,0,ok
242841,0,ok
242843,6,ok
242845,1,ok
242847,3,ok
242848,5,ok
242855,4,ok
242858,7,ok
242864,7,ok
242867,9,ok
242868,6,ok
242877,6,ok
242880,4,ok
242881,5,ok
243364,5,ok
243370,1,ok
243373,9,ok
243374,5,ok
243380,3,ok
243382,4,ok
243398,6,ok
243419,1,ok
243420,7,ok
243425,7,ok
243426,2,ok
243427,5,ok
243430,1,ok
243434,6,ok
243437,3,ok
243439,1,ok
243443,2,ok
243448,8,ok
243449,4,ok
243451,0,ok
243452,5,ok
243457,5,ok
243460,8,ok
243462,6,ok
243463,9,ok
243465,6,ok
243472,4,ok
243475,3,ok
243477,7,ok
243493,0,ok
243496,0,ok
243504,8,ok
243506,6,ok
243507,5,ok
243509,0,ok
243527,0,ok
243532,8,ok
243541,3,ok
243543,0,ok
243544,9,ok
243548,2,ok
243549,6,ok
243552,6,ok
243553,0,ok
243554,7,ok
243558,2,ok
243565,4,ok
243566,9,ok
243567,5,ok
243578,6,ok
243580,5,ok
243585,8,ok
243590,0,ok
243593,3,ok
243604,6,ok
243617,5,ok
243638,5,ok
243639,6,ok
243649,6,ok
243653,8,ok
243657,4,ok
243659,0,ok
243664,0,ok
243672,5,ok
243682,5,ok
243686,7,ok
243689,7,ok
243697,8,ok
243700,1,ok
243710,4,ok
243718,6,ok
243731,0,ok
243732,0,ok
243733,0,ok
243744,1,ok
243750,0,ok
243752,0,ok
243765,1,ok
243774,1,ok
243778,7,ok
243788,3,ok
243794,0,ok
243805,6,ok
243811,6,ok
243813,0,ok
243814,2,ok
243817,8,ok
243824,6,ok
243826,1,ok
243833,0,ok
243849,0,ok
243853,0,ok
243856,7,ok
243861,7,ok
243868,6,ok
243878,0,ok
243883,4,ok
243889,5,ok
243894,4,ok
243895,4,ok
243900,5,ok
243902,4,ok
243904,7,ok
243906,0,ok
243908,2,ok
243911,1,ok
243919,1,ok
243925,3,ok
243928,5,ok
243933,0,ok
243936,3,ok
243953,0,ok
243956,0,ok
243959,3,ok
243965,0,ok
243974,4,ok
243975,4,ok
243984,0,ok
243985,6,ok
243994,1,ok
243996,0,ok
244005,0,ok
244013,1,ok
244015,6,ok
244020,3,ok
244021,3,ok
244024,4,ok
244039,0,ok
244054,6,ok
244062,1,ok
244063,7,ok
244068,6,ok
244070,7,ok
244075,9,ok
244077,4,ok
244080,4,ok
244087,4,ok
244092,6,ok
244093,5,ok
244094,9,ok
244096,1,ok
244102,8,ok
244116,6,ok
244136,4,ok
244143,1,ok
244145,6,ok
244149,9,ok
244160,0,ok
244174,2,ok
244178,0,ok
244184,2,ok
244193,8,ok
244207,2,ok
244217,4,ok
244218,4,ok
244225,4,ok
244230,9,ok
244249,0,ok
244257,1,ok
244265,0,ok
244269,1,ok
244270,3,ok
244272,5,ok
244292,1,ok
244296,1,ok
244302,1,ok
244305,2,ok
244312,8,ok
244322,7,ok
244326,6,ok
244327,0,ok
244329,6,ok
244330,7,ok
244333,0,ok
244343,6,ok
244345,8,ok
244347,1,ok
244351,2,ok
244352,4,ok
244361,9,ok
244384,3,ok
244391,3,ok
244398,2,ok
244399,3,ok
244400,3,ok
244401,3,ok
244403,3,ok
244404,2,ok
244405,1,ok
244419,8,ok
244424,0,ok
244426,4,ok
244428,7,ok
244434,0,ok
244443,4,ok
244444,1,ok
244448,7,ok
244449,6,ok
244450,7,ok
244458,1,ok
244461,9,ok
244466,5,ok
244467,3,ok
244471,0,ok
244474,7,ok
244491,2,ok
244501,9,ok
244505,0,ok
244510,4,ok
244513,1,ok
244535,4,ok
244565,2,ok
244571,8,ok
244576,0,ok
244606,3,ok
244608,8,ok
244609,0,ok
244612,9,ok
244639,2,ok
244643,3,ok
244649,5,ok
244652,0,ok
244653,7,ok
244658,3,ok
244661,6,ok
244671,2,ok
244676,4,ok
244680,2,ok
244687,1,ok
244695,1,ok
244699,3,ok
244703,0,ok
244710,0,ok
244716,6,ok
244718,7,ok
244723,6,ok
244733,2,ok
244736,3,ok
244741,5,ok
244743,5,ok
244760,3,ok
244761,0,ok
244766,6,ok
244767,1,ok
244772,3,ok
244773,1,ok
244789,1,ok
244790,4,ok
244801,7,ok
244808,2,ok
244830,0,ok
244839,1,ok
244855,6,ok
244866,3,ok
244869,9,ok
244871,4,ok
244872,9,ok
244885,0,ok
244906,1,ok
244911,4,ok
244914,8,ok
244918,0,ok
244924,3,ok
244933,8,ok
244938,4,ok
244944,1,ok
244956,4,ok
244962,4,ok
244963,1,ok
244969,6,ok
244974,1,ok
244991,0,ok
244994,2,ok
244996,3,ok
245001,4,ok
245003,0,ok
245008,1,ok
245018,3,ok
245025,7,ok
245036,5,ok
245043,5,ok
245059,1,ok
245071,0,ok
245092,5,ok
245093,2,ok
245115,6,ok
245124,4,ok
245132,3,ok
245140,3,ok
245145,2,ok
245149,1,ok
245151,4,ok
245176,1,ok
245191,1,ok
245205,7,ok
245206,4,ok
245210,1,ok
245213,2,ok
245214,2,ok
245241,8,ok
245243,2,ok
245246,1,ok
245251,2,ok
245252,2,ok
245253,6,ok
245260,0,ok
245262,6,ok
245272,6,ok
245282,5,ok
245287,1,ok
245297,0,ok
245299,0,ok
245300,1,ok
245320,5,ok
245327,7,ok
245333,4,ok
245341,2,ok
245359,4,ok
245362,7,ok
245371,1,ok
245376,5,ok
245378,3,ok
245391,8,ok
245402,2,ok
245405,3,ok
245410,4,ok
245411,3,ok
245422,2,ok
245424,0,ok
245431,3,ok
245433,0,ok
245447,5,ok
245462,7,ok
245466,6,ok
245468,0,ok
245476,5,ok
245481,1,ok
245483,6,ok
245485,5,ok
245486,3,ok
245491,3,ok
245492,5,ok
245501,7,ok
245509,1,ok
245511,0,ok
245513,0,ok
245514,2,ok
245516,0,ok
245519,1,ok
245523,0,ok
245526,8,ok
245534,1,ok
245537,3,ok
245546,4,ok
245552,0,ok
245553,7,ok
245554,0,ok
245555,3,ok
245568,5,ok
245580,6,ok
245583,2,ok
245585,7,ok
245586,8,ok
245594,6,ok
245607,9,ok
245610,3,ok
245619,2,ok
245620,4,ok
245625,4,ok
245626,4,ok
245630,6,ok
245643,3,ok
245647,8,ok
245650,1,ok
245651,0,ok
245654,3,ok
245667,0,ok
245669,8,ok
245670,2,ok
245688,0,ok
245689,6,ok
245696,8,ok
245697,0,ok
245711,6,ok
245727,6,ok
245737,6,ok
245738,9,ok
245749,0,ok
245755,6,ok
245760,1,ok
245764,7,ok
245780,4,ok
245782,0,ok
245791,5,ok
245813,7,ok
245814,2,ok
245822,4,ok
245827,0,ok
245831,4,ok
245833,3,ok
245835,1,ok
245836,7,ok
245837,0,ok
245859,9,ok
245867,1,ok
245881,0,ok
245887,1,ok
245889,4,ok
245890,7,ok
245900,9,ok
245905,5,ok
245913,4,ok
245919,7,ok
245920,2,ok
245922,7,ok
245924,0,ok
245925,2,ok
245937,0,ok
245938,2,ok
245946,9,ok
245947,2,ok
245958,4,ok
245965,7,ok
245978,3,ok
245982,7,ok
245985,3,ok
245986,3,ok
245990,1,ok
245993,1,ok
245994,7,ok
246011,9,ok
246024,3,ok
246028,5,ok
246032,8,ok
246035,8,ok
246038,9,ok
246044,2,ok
246047,9,ok
246048,4,ok
246056,7,ok
246058,3,ok
246069,0,ok
246070,4,ok
246073,4,ok
246082,0,ok
246085,4,ok
246095,8,ok
246096,1,ok
246097,5,ok
246098,7,ok
246101,3,ok
246103,1,ok
246113,1,ok
246127,8,ok
246130,3,ok
246135,5,ok
246138,5,ok
246146,3,ok
246147,4,ok
246148,4,ok
246159,1,ok
246165,0,ok
246182,1,ok
246183,5,ok
246185,8,ok
246187,4,ok
246200,3,ok
246201,4,ok
246202,3,ok
246203,0,ok
246207,9,ok
246208,9,ok
246210,8,ok
246221,9,ok
246222,2,ok
246226,7,ok
246227,5,ok
246230,2,ok
246232,0,ok
246233,9,ok
246238,6,ok
246239,6,ok
246245,0,ok
246252,5,ok
246253,8,ok
246257,0,ok
246260,7,ok
246265,1,ok
246267,7,ok
246272,5,ok
246276,6,ok
246279,2,ok
246280,2,ok
246281,5,ok
246284,3,ok
246288,4,ok
246290,3,ok
246293,2,ok
246297,7,ok
246303,6,ok
246304,9,ok
246309,0,ok
246313,3,ok
246318,4,ok
246324,0,ok
246333,3,ok
246338,3,ok
246339,7,ok
246342,9,ok
246350,8,ok
246362,4,ok
246365,4,ok
246374,3,ok
246377,4,ok
246384,1,ok
246393,3,ok
246399,0,ok
246423,1,ok
246433,4,ok
246438,7,ok
246447,5,ok
246452,1,ok
246690,3,ok
246691,9,ok
246692,7,ok
246704,6,ok
246705,5,ok
246707,0,ok
246720,2,ok
246724,1,ok
246728,8,ok
246730,8,ok
246750,7,ok
246760,5,ok
246770,5,ok
246780,6,ok
246785,4,ok
246795,2,ok
246827,5,ok
246832,0,ok
246842,1,ok
246851,3,ok
246854,6,ok
246858,3,ok
246861,6,ok
246864,1,ok
246875,6,ok
246888,0,ok
246902,5,ok
246912,0,ok
246927,1,ok
246933,4,ok
246964,5,ok
246966,8,ok
246969,3,ok
246973,7,ok
246991,1,ok
247001,4,ok
247012,1,ok
247016,5,ok
247017,0,ok
247032,7,ok
247039,9,ok
247042,3,ok
247046,0,ok
247050,4,ok
247056,7,ok
247058,3,ok
247061,2,ok
247062,0,ok
247063,7,ok
247064,3,ok
247066,4,ok
247068,8,ok
247075,7,ok
247080,1,ok
247087,8,ok
247091,3,ok
247099,1,ok
247105,4,ok
247106,2,ok
247107,4,ok
247108,4,ok
247112,3,ok
247115,1,ok
247133,6,ok
247134,8,ok
247135,9,ok
247136,0,ok
247141,3,ok
247151,1,ok
247152,5,ok
247154,0,ok
247155,6,ok
247162,4,ok
247163,6,ok
247173,3,ok
247175,3,ok
247181,3,ok
247184,1,ok
247188,6,ok
247189,3,ok
247192,1,ok
247195,7,ok
247201,5,ok
247205,1,ok
247225,1,ok
247231,3,ok
247238,8,ok
247245,0,ok
247251,4,ok
247258,8,ok
247260,0,ok
247262,0,ok
247267,5,ok
247269,1,ok
247270,9,ok
247271,7,ok
247273,6,ok
247277,3,ok
247279,6,ok
247290,3,ok
247295,2,ok
247303,5,ok
247317,6,ok
247320,2,ok
247323,1,ok
247328,4,ok
247339,9,ok
247358,6,ok
247373,1,ok
247379,2,ok
247384,5,ok
247385,7,ok
247388,6,ok
247389,3,ok
247391,3,ok
247396,7,ok
247398,8,ok
247400,6,ok
247411,4,ok
247418,4,ok
247425,3,ok
247432,2,ok
247436,6,ok
247437,9,ok
247441,1,ok
247442,7,ok
247445,4,ok
247446,7,ok
247448,1,ok
247450,4,ok
247451,5,ok
247452,0,ok
247460,3,ok
247461,2,ok
247466,7,ok
247474,0,ok
247478,0,ok
247485,0,ok
247488,0,ok
247489,5,ok
247491,3,ok
247496,0,ok
247501,7,ok
247506,3,ok
247513,5,ok
247515,9,ok
247519,0,ok
247526,5,ok
247527,2,ok
247528,4,ok
247534,8,ok
247535,1,ok
247538,4,ok
247547,8,ok
247555,3,ok
247557,0,ok
247558,8,ok
247561,7,ok
247562,4,ok
247568,5,ok
247574,1,ok
247577,7,ok
247581,9,ok
247582,4,ok
247583,2,ok
247584,8,ok
247592,7,ok
247599,1,ok
247600,5,ok
247609,1,ok
247613,5,ok
247614,7,ok
247623,4,ok
247626,4,ok
247634,5,ok
247637,9,ok
247641,3,ok
247643,3,ok
247645,4,ok
247648,1,ok
247655,9,ok
247657,8,ok
247660,7,ok
247668,5,ok
247673,7,ok
247676,3,ok
247684,8,ok
247708,3,ok
247714,5,ok
247715,2,ok
247717,7,ok
247720,2,ok
247731,1,ok
247734,7,ok
247735,9,ok
247737,8,ok
247739,3,ok
247741,2,ok
247744,8,ok
247745,0,ok
247747,5,ok
247748,4,ok
247750,3,ok
247762,1,ok
247771,7,ok
247792,8,ok
247794,9,ok
247796,0,ok
247797,2,ok
247799,5,ok
247804,8,ok
247823,4,ok
247829,6,ok
247839,4,ok
247846,8,ok
247859,2,ok
247860,9,ok
247861,4,ok
247863,2,ok
247891,2,ok
247902,0,ok
247910,2,ok
247914,0,ok
247915,7,ok
247918,0,ok
247936,6,ok
247938,0,ok
247946,8,ok
247954,0,ok
247955,6,ok
247963,5,ok
247968,1,ok
247969,7,ok
247972,2,ok
247977,4,ok
247983,5,ok
247988,3,ok
248000,7,ok
248001,0,ok
248015,2,ok
248017,4,ok
248020,2,ok
248032,2,ok
248035,7,ok
248047,5,ok
248059,1,ok
248061,4,ok
248064,8,ok
248079,2,ok
248089,3,ok
248093,3,ok
248094,4,ok
248109,5,ok
248113,1,ok
248123,4,ok
248132,3,ok
248134,5,ok
248140,5,ok
248141,7,ok
248155,0,ok
248166,7,ok
248167,7,ok
248188,1,ok
248190,4,ok
248197,8,ok
248208,4,ok
248213,0,ok
248223,6,ok
248228,7,ok
248232,8,ok
248235,3,ok
248237,4,ok
248243,5,ok
248244,6,ok
248247,3,ok
248255,9,ok
248268,5,ok
248274,0,ok
248281,4,ok
248293,6,ok
248298,1,ok
248299,6,ok
248309,3,ok
248316,0,ok
248329,5,ok
248340,0,ok
248342,3,ok
248358,9,ok
248373,2,ok
248376,2,ok
248381,2,ok
248383,7,ok
248387,7,ok
248392,1,ok
248401,8,ok
248418,3,ok
248421,5,ok
248427,5,ok
248431,7,ok
248448,6,ok
248450,2,ok
248452,4,ok
248457,5,ok
248458,0,ok
248483,8,ok
248493,6,ok
248495,3,ok
248499,7,ok
248501,1,ok
248504,8,ok
248511,3,ok
248520,3,ok
248522,6,ok
248528,4,ok
248532,4,ok
248547,7,ok
248548,0,ok
248565,8,ok
248575,4,ok
248584,1,ok
248592,8,ok
248616,5,ok
248629,0,ok
248638,4,ok
248639,6,ok
248641,7,ok
248642,0,ok
248645,3,ok
248656,5,ok
248663,2,ok
248664,6,ok
248667,9,ok
248675,9,ok
248676,5,ok
248678,3,ok
248680,3,ok
248681,4,ok
248683,0,ok
248689,3,ok
248694,6,ok
248696,4,ok
248697,4,ok
248707,7,ok
248713,5,ok
248714,7,ok
248715,5,ok
248716,1,ok
248722,2,ok
248735,0,ok
248739,3,ok
248746,9,ok
248754,9,ok
248758,7,ok
248759,3,ok
248761,6,ok
248766,7,ok
248794,4,ok
248796,1,ok
248797,3,ok
248799,4,ok
248800,2,ok
248802,7,ok
248803,6,ok
248805,0,ok
248811,4,ok
248813,7,ok
248817,1,ok
248844,4,ok
248852,3,ok
248854,0,ok
248857,1,ok
248859,9,ok
248874,9,ok
248879,3,ok
248886,8,ok
248887,6,ok
248888,7,ok
248890,5,ok
248898,2,ok
248901,3,ok
248905,1,ok
248907,8,ok
248911,1,ok
248916,1,ok
248920,3,ok
248946,0,ok
248947,7,ok
248950,1,ok
248952,1,ok
248955,9,ok
248958,0,ok
248959,5,ok
248962,6,ok
248976,8,ok
248977,2,ok
248981,0,ok
248993,0,ok
248995,1,ok
248999,1,ok
249001,3,ok
249005,3,ok
249011,1,ok
249015,1,ok
249018,6,ok
249021,2,ok
249042,3,ok
249049,6,ok
249059,4,ok
249060,6,ok
249076,8,ok
249079,3,ok
249083,3,ok
249085,2,ok
249088,1,ok
249091,2,ok
249108,2,ok
249114,3,ok
249115,0,ok
249117,9,ok
249118,0,ok
249121,2,ok
249144,0,ok
249147,5,ok
249148,0,ok
249164,1,ok
249166,0,ok
249167,3,ok
249169,3,ok
249180,3,ok
249190,7,ok
249195,7,ok
249199,2,ok
249203,8,ok
249214,2,ok
249226,1,ok
249235,9,ok
249238,5,ok
249240,4,ok
249254,5,ok
249259,1,ok
249261,2,ok
249263,8,ok
249265,7,ok
249266,2,ok
249270,8,ok
249278,7,ok
249282,8,ok
249310,9,ok
249311,4,ok
249314,1,ok
249322,3,ok
249342,9,ok
249346,6,ok
249347,2,ok
249351,4,ok
249360,0,ok
249362,8,ok
249364,3,ok
249366,7,ok
249376,7,ok
249387,0,ok
249388,2,ok
249390,5,ok
249392,0,ok
249394,1,ok
249400,4,ok
249415,0,ok
249420,3,ok
249427,0,ok
249440,0,ok
249442,1,ok
249447,9,ok
249450,0,ok
249474,2,ok
249476,5,ok
249478,6,ok
249487,9,ok
249501,1,ok
249502,6,ok
249505,8,ok
249514,9,ok
249516,2,ok
249523,4,ok
249549,3,ok
249551,8,ok
249556,7,ok
249561,8,ok
249562,5,ok
249569,4,ok
249577,8,ok
249584,1,ok
249586,1,ok
249589,5,ok
249592,8,ok
249594,1,ok
249599,5,ok
249601,6,ok
249605,1,ok
249608,3,ok
249610,5,ok
249613,8,ok
249617,0,ok
249620,3,ok
249626,5,ok
249629,6,ok
249632,4,ok
249640,8,ok
249657,7,ok
249662,3,ok
249665,6,ok
249666,2,ok
249674,2,ok
249675,9,ok
249677,8,ok
249678,7,ok
249681,7,ok
249685,7,ok
249688,7,ok
249692,7,ok
249694,4,ok
249711,5,ok
249721,9,ok
249722,0,ok
249725,4,ok
249727,8,ok
249729,6,ok
249733,7,ok
249734,8,ok
249735,6,ok
249738,6,ok
249741,3,ok
249748,7,ok
249752,9,ok
249755,8,ok
249767,9,ok
249772,2,ok
249774,6,ok
249775,0,ok
249778,0,ok
249779,7,ok
249781,6,ok
249784,1,ok
249788,1,ok
249791,5,ok
249795,6,ok
249797,4,ok
249801,2,ok
249809,2,ok
249810,5,ok
249818,8,ok
249820,4,ok
249827,8,ok
249837,4,ok
249839,8,ok
249842,6,ok
249845,1,ok
249853,0,ok
249854,0,ok
249855,6,ok
249858,6,ok
249873,2,ok
249882,0,ok
249885,3,ok
249889,0,ok
249895,9,ok
249899,1,ok
249901,7,ok
249910,5,ok
249920,6,ok
249921,1,ok
249929,0,ok
249937,5,ok
249939,4,ok
249954,0,ok
249956,2,ok
249959,7,ok
249960,9,ok
249961,6,ok
249973,1,ok
249975,5,ok
249983,7,ok
249986,3,ok
249996,6,ok
250012,9,ok
250015,1,ok
250017,6,ok
250021,5,ok
250022,9,ok
250025,7,ok
250029,9,ok
250030,3,ok
250032,2,ok
250044,8,ok
250051,5,ok
250070,7,ok
250075,3,ok
250106,2,ok
250117,5,ok
250119,0,ok
250120,8,ok
250121,0,ok
250125,4,ok
250134,2,ok
250142,5,ok
250145,5,ok
250148,7,ok
250152,7,ok
250156,7,ok
250157,1,ok
250162,8,ok
250170,1,ok
250178,6,ok
250188,5,ok
250190,8,ok
250192,4,ok
250196,6,ok
250199,4,ok
250200,4,ok
250201,7,ok
250204,5,ok
250209,5,ok
250211,4,ok
250214,1,ok
250223,0,ok
250257,8,ok
250262,3,ok
250263,8,ok
250265,2,ok
250274,4,ok
250277,7,ok
250279,3,ok
250280,8,ok
250282,3,ok
250285,2,ok
250288,3,ok
250289,9,ok
250290,7,ok
250291,0,ok
250293,8,ok
250294,4,ok
250296,7,ok
250300,5,ok
250303,6,ok
250323,4,ok
250326,9,ok
250330,3,ok
250335,9,ok
250340,6,ok
250341,2,ok
250345,8,ok
250346,0,ok
250348,9,ok
250355,3,ok
250359,9,ok
250364,3,ok
250365,5,ok
250367,8,ok
250368,6,ok
250386,5,ok
250387,7,ok
250390,5,ok
250393,2,ok
250398,5,ok
250399,0,ok
250400,9,ok
250402,7,ok
250405,5,ok
250407,9,ok
250408,8,ok
250409,0,ok
250411,3,ok
250413,5,ok
250416,8,ok
250420,0,ok
250424,2,ok
250428,3,ok
250433,9,ok
250444,5,ok
250446,5,ok
250448,5,ok
250451,2,ok
250452,2,ok
250456,4,ok
250458,4,ok
250462,6,ok
250467,2,ok
250470,8,ok
250471,2,ok
250472,0,ok
250473,5,ok
250478,8,ok
250481,6,ok
250483,5,ok
250485,1,ok
250487,8,ok
250492,3,ok
250493,5,ok
250494,3,ok
250495,4,ok
250496,7,ok
250497,7,ok
250498,6,ok
250499,9,ok
250503,2,ok
250519,2,ok
250526,0,ok
250528,6,ok
250529,7,ok
250532,6,ok
250533,1,ok
250534,9,ok
250535,2,ok
250538,8,ok
250539,9,ok
250542,2,ok
250544,9,ok
250547,9,ok
250548,2,ok
250554,2,ok
250558,1,ok
250567,4,ok
250569,3,ok
250580,8,ok
250582,3,ok
250583,6,ok
250585,3,ok
250586,3,ok
250587,5,ok
250588,2,ok
250589,6,ok
250599,1,ok
250603,2,ok
250604,7,ok
250606,4,ok
250613,0,ok
250624,2,ok
250626,0,ok
250630,1,ok
250640,4,ok
250642,4,ok
250648,2,ok
250652,2,ok
250667,8,ok
250674,9,ok
250683,7,ok
250685,2,ok
250694,2,ok
250695,1,ok
250699,4,ok
250710,8,ok
250718,1,ok
250721,3,ok
250722,0,ok
250725,9,ok
250730,0,ok
250732,7,ok
250734,8,ok
250740,2,ok
250751,8,ok
250760,5,ok
250765,8,ok
250766,3,ok
250767,1,ok
250770,5,ok
250773,5,ok
250775,0,ok
250776,2,ok
250786,5,ok
250787,4,ok
250796,3,ok
250804,7,ok
250808,9,ok
250813,0,ok
250830,0,ok
250832,1,ok
250865,3,ok
250867,6,ok
250868,0,ok
250872,3,ok
250875,5,ok
250877,3,ok
250881,2,ok
250890,5,ok
250897,0,ok
250907,8,ok
250914,7,ok
250919,2,ok
250921,1,ok
250923,5,ok
250926,4,ok
250945,5,ok
250953,4,ok
250954,1,ok
250978,6,ok
250980,7,ok
250984,7,ok
250987,1,ok
250995,2,ok
250996,7,ok
250999,5,ok
251001,2,ok
251007,3,ok
251009,5,ok
251012,3,ok
251017,9,ok
251020,7,ok
251022,2,ok
251023,3,ok
251038,1,ok
251042,6,ok
251043,1,ok
251047,2,ok
251048,0,ok
251049,4,ok
251052,0,ok
251053,9,ok
251055,9,ok
251083,1,ok
251088,0,ok
251089,4,ok
251092,5,ok
251102,4,ok
251113,4,ok
251116,5,ok
251119,7,ok
251128,0,ok
251133,1,ok
251135,0,ok
251136,4,ok
251144,4,ok
251147,6,ok
251149,1,ok
251150,5,ok
251151,1,ok
251154,7,ok
251171,5,ok
251173,9,ok
251174,2,ok
251175,6,ok
251179,2,ok
251184,2,ok
251185,6,ok
251191,3,ok
251192,7,ok
251204,0,ok
251207,7,ok
251213,8,ok
251220,1,ok
251229,1,ok
251234,4,ok
251236,6,ok
251239,8,ok
251246,4,ok
251248,0,ok
251255,0,ok
251260,7,ok
251273,6,ok
251276,0,ok
251288,8,ok
251300,2,ok
251310,6,ok
251311,6,ok
251313,9,ok
251317,5,ok
251318,9,ok
251319,8,ok
251328,7,ok
251339,9,ok
251348,8,ok
251351,4,ok
251353,1,ok
251362,1,ok
251366,4,ok
251367,2,ok
251369,3,ok
251374,1,ok
251379,8,ok
251391,8,ok
251396,2,ok
251401,7,ok
251410,8,ok
251422,9,ok
251423,7,ok
251429,3,ok
251434,4,ok
251437,0,ok
251442,4,ok
251463,4,ok
251467,8,ok
251468,9,ok
251469,4,ok
251489,9,ok
251491,3,ok
251492,4,ok
