comment_id,toxicity,status,n_tokens,truncated
240947,0.7118777632713318,ok,56,0
240963,0.011001325212419033,ok,66,0
240969,0.004879784770309925,ok,46,0
240972,0.06164656579494476,ok,45,0
240978,0.0016346197808161378,ok,95,0
240982,0.0885278582572937,ok,18,0
240985,0.018908224999904633,ok,67,0
240989,0.00390726700425148,ok,94,0
240996,0.0006062524626031518,ok,35,0
241001,0.0008734117727726698,ok,171,0
241005,0.05444705858826637,ok,69,0
241010,0.0005525268497876823,ok,43,0
241017,0.0005777791375294328,ok,21,0
241023,0.0008292588172480464,ok,49,0
241043,0.022516703233122826,ok,23,0
241047,0.0008783946395851672,ok,28,0
241048,0.4595660865306854,ok,15,0
241052,0.0012032664380967617,ok,136,0
241063,0.0006180907366797328,ok,200,0
241071,0.007075362838804722,ok,68,0
241074,0.003914418164640665,ok,149,0
241077,0.008904900401830673,ok,154,0
241079,0.0008248856174759567,ok,210,0
241085,0.2518647015094757,ok,30,0
241097,0.012085170485079288,ok,234,0
241102,0.11804624646902084,ok,52,0
241103,0.0013959050411358476,ok,205,0
241105,0.4120185077190399,ok,10,0
241110,0.0016978959320113063,ok,208,0
241121,0.12206648290157318,ok,181,0
241129,0.0009668340208008885,ok,5,0
241130,0.004960404243320227,ok,193,0
241132,0.024005064740777016,ok,172,0
241137,0.2075575739145279,ok,51,0
241140,0.0005743393558077514,ok,216,0
241143,0.0008675034623593092,ok,16,0
241148,0.0020242377649992704,ok,23,0
241163,0.0005692271515727043,ok,112,0
241185,0.000872836506459862,ok,67,0
241200,0.000620475853793323,ok,52,0
241207,0.07098140567541122,ok,24,0
241213,0.0028215565253049135,ok,35,0
241222,0.22165270149707794,ok,38,0
241234,0.0008813117747195065,ok,25,0
241235,0.0006046972703188658,ok,97,0
241237,0.13842599093914032,ok,83,0
241238,0.0006123590865172446,ok,59,0
241239,0.007617272902280092,ok,45,0
241240,0.08500818908214569,ok,22,0
241241,0.006517551373690367,ok,216,0
241242,0.0033007103484123945,ok,122,0
241243,0.03809095546603203,ok,12,0
241244,0.0032812063582241535,ok,157,0
241267,0.015455156564712524,ok,26,0
241275,0.02737363800406456,ok,57,0
241282,0.9568618535995483,ok,4,0
241283,0.0023361181374639273,ok,7,0
241294,0.038424037396907806,ok,85,0
241296,0.001165868598036468,ok,34,0
241307,0.0006873249658383429,ok,12,0
241321,0.0008224071352742612,ok,8,0
241330,0.0007868647226132452,ok,138,0
241331,0.0007868643733672798,ok,138,0
241349,0.0005763183580711484,ok,20,0
241366,0.0008033453486859798,ok,41,0
241395,0.0011474535567685962,ok,138,0
241633,0.2678283154964447,ok,35,0
241635,0.005170479882508516,ok,26,0
241655,0.0019351027440279722,ok,75,0
241658,0.016492923721671104,ok,202,0
241668,0.0017345011001452804,ok,43,0
241678,0.0017332606948912144,ok,5,0
241679,0.0008912112098187208,ok,121,0
241683,0.0006577790481969714,ok,40,0
241699,0.03207463398575783,ok,187,0
241707,0.0012589739635586739,ok,76,0
241712,0.38297364115715027,ok,6,0
241724,0.0008567320764996111,ok,19,0
241730,0.0007390336249954998,ok,40,0
241735,0.004826168529689312,ok,218,0
241739,0.03216279670596123,ok,14,0
241740,0.009320005774497986,ok,170,0
241742,0.019276369363069534,ok,154,0
241748,0.003703445428982377,ok,202,0
241752,0.0007256672251969576,ok,12,0
241778,0.36841753125190735,ok,116,0
241800,0.000583440822083503,ok,140,0
241805,0.018304232507944107,ok,31,0
241816,0.0013618312077596784,ok,32,0
241820,0.0005882697878405452,ok,75,0
241856,0.0005699339671991765,ok,47,0
241862,0.0005442101391963661,ok,24,0
241893,0.0006252960884012282,ok,49,0
241900,0.0005651059909723699,ok,104,0
241902,0.0036080246791243553,ok,83,0
241914,0.0005091021303087473,ok,27,0
241942,0.0005973365041427314,ok,51,0
241960,0.0010282525327056646,ok,121,0
241972,0.0010817359434440732,ok,104,0
241984,0.0006001945002935827,ok,129,0
241988,0.0008739516488276422,ok,47,0
241999,0.003072015242651105,ok,58,0
242004,0.034084253013134,ok,27,0
242012,0.0009505570051260293,ok,4,0
242016,0.0007807981455698609,ok,74,0
242019,0.0006350441835820675,ok,62,0
242250,0.0006046445341780782,ok,85,0
242251,0.032712310552597046,ok,51,0
242252,0.002592236502096057,ok,36,0
242253,0.0005911409971304238,ok,89,0
242284,0.0006452140514738858,ok,214,0
242286,0.0007415217696689069,ok,111,0
242289,0.011466121301054955,ok,32,0
242300,0.0006202124059200287,ok,32,0
242305,0.0008605668554082513,ok,31,0
242313,0.0012040387373417616,ok,22,0
242326,0.029174746945500374,ok,125,0
242328,0.0005834155017510056,ok,39,0
242329,0.0036456456873565912,ok,234,0
242336,0.0006777940434403718,ok,21,0
242337,0.0014451059978455305,ok,13,0
242344,0.030237043276429176,ok,136,0
242346,0.17320698499679565,ok,204,0
242358,0.0005668524536304176,ok,84,0
242361,0.24681499600410461,ok,90,0
242365,0.004599154461175203,ok,116,0
242369,0.0014421632513403893,ok,9,0
242372,0.000707110099028796,ok,128,0
242393,0.0005534772062674165,ok,119,0
242394,0.0016510062851011753,ok,168,0
242401,0.0007557275239378214,ok,35,0
242408,0.0018540712771937251,ok,48,0
242412,0.000887267931830138,ok,85,0
242413,0.0007066914113238454,ok,12,0
242429,0.0022949620615690947,ok,24,0
242445,0.0006290468736551702,ok,126,0
242454,0.0101629588752985,ok,93,0
242455,0.021650858223438263,ok,143,0
242458,0.0007452509016729891,ok,188,0
242464,0.0024763294495642185,ok,28,0
242470,0.0009354000794701278,ok,84,0
242474,0.0009131155675277114,ok,207,0
242475,0.03631264343857765,ok,58,0
242476,0.0006924967747181654,ok,28,0
242485,0.0006931223906576633,ok,40,0
242494,0.0006875683320686221,ok,9,0
242495,0.2698044776916504,ok,32,0
242498,0.08152633160352707,ok,47,0
242510,0.03659380227327347,ok,45,0
242519,0.000717486662324518,ok,44,0
242520,0.009821203537285328,ok,233,0
242525,0.03373478353023529,ok,77,0
242528,0.2389654815196991,ok,67,0
242531,0.03616549074649811,ok,91,0
242539,0.0010245366720482707,ok,48,0
242546,0.0008606435148976743,ok,68,0
242548,0.00238532735966146,ok,87,0
242549,0.016319770365953445,ok,69,0
242557,0.01715940237045288,ok,216,0
242560,0.012736947275698185,ok,77,0
242561,0.04633483290672302,ok,69,0
242562,0.012268069200217724,ok,177,0
242575,0.000635449483525008,ok,206,0
242582,0.006016386207193136,ok,130,0
242583,0.06067280098795891,ok,96,0
242588,0.0010262124706059694,ok,69,0
242589,0.0006919720326550305,ok,20,0
242590,0.01430234219878912,ok,33,0
242599,0.04778177663683891,ok,136,0
242603,0.02222435176372528,ok,56,0
242607,0.0014301355695351958,ok,156,0
242610,0.7476011514663696,ok,25,0
242612,0.0016407922375947237,ok,33,0
242615,0.018976731225848198,ok,169,0
242617,0.0008156263502314687,ok,157,0
242623,0.21692444384098053,ok,41,0
242629,0.0009543793275952339,ok,94,0
242630,0.0006475179689005017,ok,29,0
242633,0.30210885405540466,ok,96,0
242636,0.0014350119745358825,ok,188,0
242647,0.0006027664639987051,ok,9,0
242650,0.0005960867274552584,ok,42,0
242651,0.11438130587339401,ok,154,0
242652,0.0542934276163578,ok,59,0
242657,0.017400391399860382,ok,31,0
242659,0.09201094508171082,ok,19,0
242665,0.6079795956611633,ok,28,0
242669,0.6116716265678406,ok,57,0
242671,0.0005240148748271167,ok,128,0
242691,0.009784471243619919,ok,236,0
242692,0.01543635968118906,ok,8,0
242696,0.0006211228319443762,ok,188,0
242697,0.05616338923573494,ok,151,0
242700,0.004565080162137747,ok,50,0
242705,0.997333288192749,ok,68,0
242707,0.0018532050307840109,ok,194,0
242720,0.0008464579586870968,ok,18,0
242729,0.0019381800666451454,ok,35,0
242735,0.0019094207091256976,ok,24,0
242738,0.000729125167708844,ok,146,0
242744,0.004813803359866142,ok,100,0
242745,0.07603267580270767,ok,58,0
242749,0.0037371560465544462,ok,141,0
242750,0.0037424664478749037,ok,43,0
242753,0.0007648664759472013,ok,103,0
242755,0.007117505185306072,ok,150,0
242756,0.45814943313598633,ok,88,0
242772,0.0010520807700231671,ok,113,0
242774,0.029532311484217644,ok,4,0
242779,0.9610642790794373,ok,58,0
242785,0.5313423871994019,ok,189,0
242801,0.0074111055582761765,ok,10,0
242811,0.04821699857711792,ok,121,0
242815,0.0012836471432819963,ok,57,0
242829,0.0012120722094550729,ok,67,0
242837,0.0005776423495262861,ok,88,0
242841,0.0005794374737888575,ok,128,0
242843,0.011062724515795708,ok,221,0
242845,0.0006900710868649185,ok,164,0
242847,0.0015308981528505683,ok,12,0
242848,0.005197409074753523,ok,38,0
242855,0.002111465437337756,ok,46,0
242858,0.03674003481864929,ok,37,0
242864,0.04196290671825409,ok,177,0
242867,0.5364215970039368,ok,98,0
242868,0.009884311817586422,ok,231,0
242877,0.018064036965370178,ok,66,0
242880,0.0017876914935186505,ok,184,0
242881,0.006933324504643679,ok,155,0
243364,0.0077057769522070885,ok,394,0
243370,0.000748635153286159,ok,23,0
243373,0.7672615051269531,ok,31,0
243374,0.006236097775399685,ok,20,0
243380,0.0015709192957729101,ok,74,0
243382,0.0023735680151730776,ok,140,0
243398,0.010310854762792587,ok,111,0
243419,0.0007166150608099997,ok,65,0
243420,0.05144977942109108,ok,122,0
243425,0.0739566832780838,ok,100,0
243426,0.0008877144427970052,ok,241,0
243427,0.007701843045651913,ok,110,0
243430,0.0007407173397950828,ok,21,0
243434,0.013088044710457325,ok,209,0
243437,0.0012638758635148406,ok,67,0
243439,0.000673525151796639,ok,68,0
243443,0.0008884069975465536,ok,90,0
243448,0.17904382944107056,ok,50,0
243449,0.0017529247561469674,ok,130,0
243451,0.0005171975353732705,ok,120,0
243452,0.005641162395477295,ok,123,0
243457,0.004451282322406769,ok,206,0
243460,0.08530551940202713,ok,90,0
243462,0.024046961218118668,ok,134,0
243463,0.4285661578178406,ok,80,0
243465,0.011224258691072464,ok,96,0
243472,0.0031651242170482874,ok,39,0
243475,0.0012114340206608176,ok,22,0
243477,0.052599046379327774,ok,55,0
243493,0.0006131206173449755,ok,11,0
243496,0.0006047338829375803,ok,17,0
243504,0.14167027175426483,ok,43,0
243506,0.016094233840703964,ok,227,0
243507,0.006974854040890932,ok,219,0
243509,0.0005636723944917321,ok,10,0
243527,0.0005793386371806264,ok,87,0
243532,0.11005402356386185,ok,117,0
243541,0.001063459669239819,ok,26,0
243543,0.0006335150101222098,ok,8,0
243544,0.4572034478187561,ok,20,0
243548,0.0008234570850618184,ok,25,0
243549,0.01401763129979372,ok,83,0
243552,0.011855902150273323,ok,88,0
243553,0.0006049232324585319,ok,116,0
243554,0.06218412145972252,ok,6,0
243558,0.0009709557052701712,ok,198,0
243565,0.0031450942624360323,ok,113,0
243566,0.48170071840286255,ok,18,0
243567,0.008732698857784271,ok,192,0
243578,0.02024787850677967,ok,39,0
243580,0.0056191119365394115,ok,51,0
243585,0.09551697224378586,ok,95,0
243590,0.0006629166309721768,ok,44,0
243593,0.0011664057383313775,ok,7,0
243604,0.019992517307400703,ok,60,0
243617,0.006386553402990103,ok,146,0
243638,0.004986325744539499,ok,112,0
243639,0.01651199348270893,ok,45,0
243649,0.017364196479320526,ok,69,0
243653,0.11291196197271347,ok,57,0
243657,0.0017439421499148011,ok,11,0
243659,0.0005672175902873278,ok,13,0
243664,0.0005657715373672545,ok,82,0
243672,0.005044686608016491,ok,83,0
243682,0.009354652836918831,ok,38,0
243686,0.03825975954532623,ok,35,0
243689,0.025730907917022705,ok,162,0
243697,0.15774992108345032,ok,22,0
243700,0.000790308287832886,ok,208,0
243710,0.003647861536592245,ok,77,0
243718,0.011690679006278515,ok,196,0
243731,0.0006490496452897787,ok,214,0
243732,0.0006133371498435736,ok,165,0
243733,0.0005917749367654324,ok,54,0
243744,0.0006823698640801013,ok,134,0
243750,0.0005996575928293169,ok,29,0
243752,0.000560277490876615,ok,188,0
243765,0.0007602159166708589,ok,57,0
243774,0.0006935872370377183,ok,83,0
243778,0.04162625968456268,ok,69,0
243788,0.00124258897267282,ok,42,0
243794,0.0005954442312940955,ok,32,0
243805,0.01929323934018612,ok,64,0
243811,0.019420692697167397,ok,192,0
243813,0.0006261216476559639,ok,32,0
243814,0.0008630402153357863,ok,69,0
243817,0.1352578103542328,ok,52,0
243824,0.022863619029521942,ok,60,0
243826,0.0007228732574731112,ok,8,0
243833,0.0005975776584818959,ok,22,0
243849,0.0005223455373197794,ok,110,0
243853,0.0005840801750309765,ok,92,0
243856,0.04168915003538132,ok,74,0
243861,0.04116876423358917,ok,182,0
243868,0.0187346450984478,ok,89,0
243878,0.0006130262045189738,ok,150,0
243883,0.0024171210825443268,ok,98,0
243889,0.0076127974316477776,ok,186,0
243894,0.0033462445717304945,ok,165,0
243895,0.003355009015649557,ok,195,0
243900,0.007323489058762789,ok,215,0
243902,0.0017670894740149379,ok,217,0
243904,0.04036080464720726,ok,34,0
243906,0.0006111894035711884,ok,33,0
243908,0.000982797471806407,ok,88,0
243911,0.0006835938547737896,ok,26,0
243919,0.0007779125007800758,ok,188,0
243925,0.001648705918341875,ok,223,0
243928,0.0081409253180027,ok,203,0
243933,0.0005888725281693041,ok,24,0
243936,0.0013744693715125322,ok,180,0
243953,0.000644408049993217,ok,43,0
243956,0.0006110580870881677,ok,32,0
243959,0.0010862030321732163,ok,40,0
243965,0.0005996827385388315,ok,54,0
243974,0.002193606458604336,ok,115,0
243975,0.002175991889089346,ok,207,0
243984,0.000595961173530668,ok,83,0
243985,0.01807580515742302,ok,72,0
243994,0.0007930974243208766,ok,72,0
243996,0.0005582894082181156,ok,33,0
244005,0.0005822709063068032,ok,52,0
244013,0.0006702013779431581,ok,139,0
244015,0.011974128894507885,ok,76,0
244020,0.0010992676252499223,ok,178,0
244021,0.0012927207862958312,ok,75,0
244024,0.0022726149763911963,ok,140,0
244039,0.0006389273912645876,ok,198,0
244054,0.021980324760079384,ok,99,0
244062,0.000702378514688462,ok,89,0
244063,0.02986272983253002,ok,15,0
244068,0.012185663916170597,ok,224,0
244070,0.025542542338371277,ok,229,0
244075,0.32539528608322144,ok,73,0
244077,0.003494321135804057,ok,181,0
244080,0.0019227208103984594,ok,41,0
244087,0.002816727152094245,ok,125,0
244092,0.012299031019210815,ok,206,0
244093,0.004243692383170128,ok,110,0
244094,0.6011747121810913,ok,63,0
244096,0.0007384158088825643,ok,44,0
244102,0.08483221381902695,ok,70,0
244116,0.012371642515063286,ok,96,0
244136,0.0019293396035209298,ok,212,0
244143,0.0007416369626298547,ok,202,0
244145,0.01789211481809616,ok,34,0
244149,0.8892778754234314,ok,14,0
244160,0.0005530845955945551,ok,56,0
244174,0.0008042461122386158,ok,30,0
244178,0.0005379837821237743,ok,10,0
244184,0.000893636723048985,ok,91,0
244193,0.20877520740032196,ok,25,0
244207,0.001026485813781619,ok,196,0
244217,0.002458204748108983,ok,39,0
244218,0.0018007229082286358,ok,168,0
244225,0.0019098313059657812,ok,54,0
244230,0.4416806399822235,ok,45,0
244249,0.0005684526404365897,ok,100,0
244257,0.0007373747648671269,ok,61,0
244265,0.0005889996537007391,ok,142,0
244269,0.0007849973044358194,ok,40,0
244270,0.0015049766516312957,ok,33,0
244272,0.00581978028640151,ok,78,0
244292,0.000711246277205646,ok,10,0
244296,0.0007275603711605072,ok,143,0
244302,0.0007246765308082104,ok,187,0
244305,0.001000207499600947,ok,128,0
244312,0.0790199413895607,ok,97,0
244322,0.027021577581763268,ok,188,0
244326,0.010955659672617912,ok,33,0
244327,0.0005994793027639389,ok,102,0
244329,0.020298663526773453,ok,57,0
244330,0.03365055471658707,ok,154,0
244333,0.0006069280789233744,ok,53,0
244343,0.015189163386821747,ok,94,0
244345,0.2902546226978302,ok,37,0
244347,0.0007421873742714524,ok,18,0
244351,0.0009325488936156034,ok,35,0
244352,0.0037948251701891422,ok,11,0
244361,0.703078031539917,ok,56,0
244384,0.0010932862060144544,ok,121,0
244391,0.0011521588312461972,ok,85,0
244398,0.0009045324986800551,ok,97,0
244399,0.001638977904804051,ok,161,0
244400,0.0014044716954231262,ok,89,0
244401,0.0015877329278737307,ok,49,0
244403,0.0011320242192596197,ok,23,0
244404,0.0009280253434553742,ok,224,0
244405,0.0007848278619349003,ok,28,0
244419,0.09197691082954407,ok,85,0
244424,0.0006159621989354491,ok,135,0
244426,0.003459479194134474,ok,35,0
244428,0.030793527141213417,ok,56,0
244434,0.000567212700843811,ok,150,0
244443,0.0022621643729507923,ok,21,0
244444,0.000779421825427562,ok,219,0
244448,0.04264829307794571,ok,58,0
244449,0.015872912481427193,ok,219,0
244450,0.07228191941976547,ok,48,0
244458,0.0007916590548120439,ok,25,0
244461,0.3218647241592407,ok,100,0
244466,0.004895518533885479,ok,198,0
244467,0.001122848130762577,ok,154,0
244471,0.0006037473795004189,ok,104,0
244474,0.03498935326933861,ok,119,0
244491,0.0008338665356859565,ok,19,0
244501,0.7605733275413513,ok,77,0
244505,0.0006460690055973828,ok,13,0
244510,0.0031029062811285257,ok,95,0
244513,0.0007279918063431978,ok,35,0
244535,0.0034967095125466585,ok,10,0
244565,0.0010104120010510087,ok,230,0
244571,0.24441982805728912,ok,43,0
244576,0.000665380444843322,ok,24,0
244606,0.001064180745743215,ok,223,0
244608,0.11572111397981644,ok,48,0
244609,0.0005515897064469755,ok,76,0
244612,0.7592611908912659,ok,96,0
244639,0.00080535386223346,ok,29,0
244643,0.0011297286255285144,ok,223,0
244649,0.007409684360027313,ok,38,0
244652,0.0005739770131185651,ok,52,0
244653,0.05623466148972511,ok,45,0
244658,0.0011894929921254516,ok,22,0
244661,0.018167275935411453,ok,36,0
244671,0.0009625894599594176,ok,25,0
244676,0.0024577102158218622,ok,205,0
244680,0.0009582607890479267,ok,107,0
244687,0.0007687081815674901,ok,208,0
244695,0.0006737004150636494,ok,110,0
244699,0.0013938394840806723,ok,207,0
244703,0.0006472119712270796,ok,6,0
244710,0.0006601522909477353,ok,47,0
244716,0.015982111915946007,ok,208,0
244718,0.06552225351333618,ok,106,0
244723,0.011276510544121265,ok,196,0
244733,0.0009743872215040028,ok,31,0
244736,0.0014019442023709416,ok,223,0
244741,0.0068776486441493034,ok,94,0
244743,0.006075647659599781,ok,58,0
244760,0.0012135879369452596,ok,9,0
244761,0.000595175544731319,ok,28,0
244766,0.013112018816173077,ok,237,0
244767,0.0007964004762470722,ok,96,0
244772,0.0016146224224939942,ok,205,0
244773,0.0006980220787227154,ok,41,0
244789,0.0007159297238104045,ok,17,0
244790,0.0020903670229017735,ok,27,0
244801,0.05272315442562103,ok,120,0
244808,0.000955541676376015,ok,55,0
244830,0.0005858039949089289,ok,46,0
244839,0.0006932690739631653,ok,121,0
244855,0.011546758003532887,ok,110,0
244866,0.0012141428887844086,ok,20,0
244869,0.5984430909156799,ok,39,0
244871,0.00254426640458405,ok,9,0
244872,0.3414492607116699,ok,126,0
244885,0.0006449182983487844,ok,196,0
244906,0.0007648104219697416,ok,138,0
244911,0.002437820192426443,ok,141,0
244914,0.17541585862636566,ok,149,0
244918,0.0006631321157328784,ok,215,0
244924,0.0013872516574338078,ok,213,0
244933,0.1785339117050171,ok,248,0
244938,0.0036702710203826427,ok,78,0
244944,0.000727833597920835,ok,141,0
244956,0.0027838104870170355,ok,158,0
244962,0.002653788775205612,ok,16,0
244963,0.0007730562938377261,ok,40,0
244969,0.013674330897629261,ok,244,0
244974,0.0007344860932789743,ok,10,0
244991,0.0006020226865075529,ok,161,0
244994,0.0010076890466734767,ok,63,0
244996,0.0015962008619681,ok,74,0
245001,0.003238474251702428,ok,74,0
245003,0.0005518867983482778,ok,43,0
245008,0.0007921978831291199,ok,204,0
245018,0.0010956351179629564,ok,201,0
245025,0.02821449376642704,ok,18,0
245036,0.004695028532296419,ok,119,0
245043,0.008211351931095123,ok,165,0
245059,0.0006763918208889663,ok,23,0
245071,0.0005638980655930936,ok,34,0
245092,0.008920401334762573,ok,50,0
245093,0.0008383995154872537,ok,50,0
245115,0.01161976158618927,ok,83,0
245124,0.0028951119165867567,ok,29,0
245132,0.0015423607546836138,ok,4,0
245140,0.001578942988999188,ok,11,0
245145,0.0008349510026164353,ok,151,0
245149,0.0007562065729871392,ok,7,0
245151,0.0017327424138784409,ok,10,0
245176,0.0006973182898946106,ok,73,0
245191,0.0007857471937313676,ok,4,0
245205,0.041223373264074326,ok,96,0
245206,0.0031246303115040064,ok,135,0
245210,0.0007645156583748758,ok,65,0
245213,0.0008860387024469674,ok,187,0
245214,0.001035100664012134,ok,36,0
245241,0.08284895867109299,ok,52,0
245243,0.000995108624920249,ok,36,0
245246,0.0006910177180543542,ok,85,0
245251,0.0008805105462670326,ok,223,0
245252,0.0010253931395709515,ok,24,0
245253,0.014437264762818813,ok,84,0
245260,0.0005650750244967639,ok,59,0
245262,0.020495763048529625,ok,51,0
245272,0.010016506537795067,ok,107,0
245282,0.009746937081217766,ok,131,0
245287,0.0007985381525941193,ok,53,0
245297,0.0006236631306819618,ok,64,0
245299,0.0005178928258828819,ok,48,0
245300,0.0007915417081676424,ok,52,0
245320,0.00771549204364419,ok,227,0
245327,0.05992672219872475,ok,185,0
245333,0.003760640975087881,ok,21,0
245341,0.0009265061817131937,ok,10,0
245359,0.002840148052200675,ok,184,0
245362,0.03981087729334831,ok,37,0
245371,0.0007029176340438426,ok,81,0
245376,0.0069906385615468025,ok,44,0
245378,0.0014478230150416493,ok,106,0
245391,0.1673462986946106,ok,101,0
245402,0.0008106413879431784,ok,46,0
245405,0.0014722455525770783,ok,13,0
245410,0.002855235943570733,ok,56,0
245411,0.0013104103272780776,ok,62,0
245422,0.0009094731067307293,ok,79,0
245424,0.000632032984867692,ok,133,0
245431,0.0011078580282628536,ok,166,0
245433,0.0005604804609902203,ok,49,0
245447,0.006696157623082399,ok,221,0
245462,0.05112290009856224,ok,172,0
245466,0.012922188267111778,ok,39,0
245468,0.0006120139150880277,ok,13,0
245476,0.009180073626339436,ok,212,0
245481,0.0006700033554807305,ok,180,0
245483,0.012513469904661179,ok,36,0
245485,0.009576462209224701,ok,25,0
245486,0.0010661310516297817,ok,114,0
245491,0.00135961570776999,ok,74,0
245492,0.0062109739519655704,ok,225,0
245501,0.030363168567419052,ok,22,0
245509,0.0007130583398975432,ok,18,0
245511,0.0005390334990806878,ok,119,0
245513,0.0005597543786279857,ok,86,0
245514,0.000885884219314903,ok,83,0
245516,0.0005181688466109335,ok,23,0
245519,0.0007322307792492211,ok,54,0
245523,0.0005514020449481905,ok,85,0
245526,0.1571422517299652,ok,31,0
245534,0.0006839415291324258,ok,108,0
245537,0.0014133333461359143,ok,28,0
245546,0.0030993595719337463,ok,12,0
245552,0.0006079197628423572,ok,36,0
245553,0.034785494208335876,ok,79,0
245554,0.0005623745382763445,ok,83,0
245555,0.0010627562878653407,ok,95,0
245568,0.005504789762198925,ok,105,0
245580,0.0160093791782856,ok,162,0
245583,0.0008697394514456391,ok,37,0
245585,0.06579530239105225,ok,93,0
245586,0.16617022454738617,ok,253,0
245594,0.012930170632898808,ok,127,0
245607,0.5460934638977051,ok,27,0
245610,0.0013869479298591614,ok,81,0
245619,0.0008204901241697371,ok,168,0
245620,0.003234066069126129,ok,76,0
245625,0.002551789628341794,ok,38,0
245626,0.0017504075076431036,ok,14,0
245630,0.012626108713448048,ok,179,0
245643,0.001128376112319529,ok,40,0
245647,0.08491634577512741,ok,58,0
245650,0.0006674595060758293,ok,95,0
245651,0.0005776885664090514,ok,45,0
245654,0.0016478600446134806,ok,84,0
245667,0.0005438876105472445,ok,208,0
245669,0.08702582120895386,ok,5,0
245670,0.0008789966232143342,ok,118,0
245688,0.0006315383361652493,ok,187,0
245689,0.010051173157989979,ok,172,0
245696,0.08692280948162079,ok,93,0
245697,0.0006445827893912792,ok,26,0
245711,0.01791396364569664,ok,38,0
