comment_id,nc_male,nc_female,nc_LGBTQ,nc_christian,nc_muslim,nc_other_religions,nc_black,nc_white
241752,0,0,0,0,0,0,0,0
241816,0,0,0,0,0,0,0,0
241893,0,0,0,0,0,0,0,0
241900,0,0,0,0,0,0,0,0
241902,0,0,0,0,0,0,0,0
241942,0,0,0,0,0,0,0,0
242250,0,0,0,0,0,0,0,0
242253,0,0,0,0,0,0,0,0
242284,0,1,0,0,0,0,0,0
242337,0,0,0,0,0,0,0,0
242394,1,0,0,0,0,0,0,0
242412,0,0,0,0,0,0,0,0
242454,0,0,0,0,0,0,1,0
242458,0,1,0,0,0,0,0,0
242470,0,0,0,0,0,0,0,0
242474,0,0,0,0,0,0,0,0
242548,0,0,0,0,0,0,0,0
242561,0,0,0,0,0,0,0,0
242562,0,0,0,0,0,0,0,0
242588,0,0,0,0,0,0,0,0
242607,0,0,0,0,0,0,0,0
242617,0,0,0,0,0,0,0,0
242650,0,0,0,0,0,0,0,0
242651,0,0,0,0,0,0,0,0
242692,0,0,0,0,0,0,0,0
242696,0,0,0,0,0,0,0,0
242720,0,0,0,1,0,0,0,0
242735,1,0,0,0,0,0,0,0
242738,0,0,0,0,0,0,0,0
242744,0,1,0,0,0,0,0,0
242750,0,0,0,0,0,0,0,0
242772,0,0,0,0,0,0,0,0
242774,0,0,0,0,0,0,0,0
242801,0,0,0,0,0,0,0,0
242845,1,0,0,0,0,0,0,0
242864,0,1,0,0,0,0,0,0
242877,0,0,0,0,0,0,0,0
243364,0,0,0,0,0,0,0,0
243382,0,0,0,0,0,0,0,0
243419,0,0,0,0,0,0,0,0
243426,0,0,0,0,0,0,0,0
243451,0,0,0,0,0,0,0,0
243462,1,1,1,1,0,0,1,0
243465,0,0,0,1,0,0,0,0
243472,1,0,0,0,0,0,0,0
243507,0,0,0,0,0,0,0,0
243509,0,0,0,0,0,0,0,0
243543,0,0,0,0,0,0,0,0
243548,0,0,0,0,0,0,0,0
243552,0,1,0,0,0,0,0,0
243565,1,0,0,0,0,0,0,0
243566,1,0,0,0,0,0,0,0
243578,0,0,0,0,0,0,0,0
243593,0,0,0,0,0,0,0,0
243604,0,0,0,0,1,0,1,1
243638,0,1,0,0,0,0,0,0
243649,0,1,0,0,0,0,0,0
243653,0,0,0,0,0,0,0,0
243657,0,0,0,0,0,0,0,0
243672,0,0,0,0,0,0,0,0
243686,0,0,0,0,0,0,0,0
243710,0,0,0,0,0,0,0,0
243733,1,0,0,0,0,0,0,0
243744,0,0,0,0,0,0,0,0
243752,0,1,0,0,0,0,0,0
243774,0,0,0,0,0,0,0,0
243778,0,0,0,0,0,0,0,0
243794,0,0,0,0,0,0,0,0
243805,0,0,0,0,0,0,0,0
243811,1,0,0,0,1,0,0,0
243826,0,0,0,0,0,0,0,0
243906,0,0,0,0,0,0,0,0
243911,0,1,0,0,0,0,0,0
243925,0,0,0,0,0,0,0,0
244020,0,0,0,0,0,0,0,0
244024,0,0,0,0,0,0,0,0
244039,0,0,0,0,0,0,0,0
244077,0,0,0,1,0,0,0,0
244080,0,0,1,0,0,0,0,0
244093,0,0,0,0,0,0,0,0
244096,0,0,0,0,0,0,0,1
244102,0,0,0,0,0,0,0,0
244160,0,0,0,0,0,0,0,0
244174,0,0,0,0,0,0,0,0
244178,0,0,0,0,0,0,0,0
244184,0,0,0,0,0,0,0,0
244225,0,0,0,0,0,0,0,0
244230,1,0,0,0,0,0,0,0
244249,1,0,0,0,0,0,0,0
244292,0,0,0,0,0,0,0,0
244296,0,0,0,0,0,0,0,0
244302,0,0,0,0,0,0,0,0
244329,0,0,0,0,0,0,0,0
244333,0,0,0,0,0,0,0,0
244343,0,0,0,0,0,0,0,0
244345,0,0,0,0,0,0,0,0
244351,0,0,0,0,0,0,0,0
244352,0,0,0,0,0,0,0,0
244384,0,1,0,0,0,0,0,0
244398,0,0,0,0,0,0,1,0
244400,0,0,0,0,0,0,0,0
244403,1,0,0,0,0,0,0,0
244424,0,0,0,0,0,0,0,0
244426,0,1,0,0,0,0,0,0
244428,0,0,0,0,0,0,0,0
244444,1,0,0,0,0,0,0,0
244458,1,0,0,0,0,0,0,0
244466,0,0,0,0,0,0,0,0
244501,0,0,0,0,0,0,0,0
244535,0,0,0,0,0,0,0,0
244606,0,0,0,0,0,0,0,0
244609,0,0,0,0,0,0,0,0
244658,0,0,0,0,0,0,0,0
244661,0,0,1,0,0,0,0,0
244680,0,0,0,1,0,0,0,0
244687,1,0,0,0,0,0,0,0
244699,0,0,0,0,1,0,1,0
244703,1,0,0,0,0,0,0,0
244733,1,0,0,0,0,0,0,0
244736,0,0,0,0,0,0,0,0
244741,0,0,0,0,0,0,1,0
244760,0,0,0,0,0,0,0,0
244766,0,0,0,0,0,0,0,0
244767,0,1,0,0,0,0,0,0
244789,1,0,0,0,0,0,0,0
244790,0,0,0,0,0,0,0,0
244801,0,0,0,0,1,0,0,0
244830,0,0,0,1,0,0,0,0
244869,0,0,0,0,0,0,0,0
244871,0,0,0,0,0,0,0,0
244885,0,0,0,0,0,0,0,0
244918,1,0,0,0,0,0,0,0
244924,0,0,0,0,0,0,0,0
244944,0,1,0,0,0,0,0,0
244956,0,0,0,0,0,0,0,0
244962,0,0,0,0,0,0,0,0
244963,0,0,0,0,0,0,0,0
244974,0,0,0,0,0,0,0,0
245025,0,0,0,0,0,0,0,0
245036,0,0,0,0,0,0,0,0
245093,0,0,0,0,0,0,0,0
245124,0,0,0,0,0,0,0,0
245149,0,1,0,0,0,0,0,0
245151,0,0,0,0,0,0,0,0
245176,0,0,0,0,0,0,0,0
245191,0,0,0,0,0,0,0,0
245205,0,0,0,0,0,0,0,0
245206,0,0,0,0,0,0,0,0
245213,0,0,0,0,0,1,0,0
245214,0,0,0,0,0,0,0,0
245241,0,0,0,0,0,0,0,0
245252,0,0,0,0,0,0,0,0
245253,0,0,0,0,0,0,0,0
245272,0,0,0,0,0,0,0,0
245282,1,0,0,0,0,0,0,0
245333,0,0,0,0,0,0,0,0
245341,0,0,0,0,0,0,0,0
245359,0,0,0,0,0,0,0,0
245371,0,1,0,0,0,0,0,0
245376,0,0,0,0,0,0,0,0
245378,0,0,0,0,0,0,0,0
245391,0,0,0,0,0,1,0,1
245410,0,0,0,0,1,0,0,0
245422,1,0,0,0,0,0,0,0
245424,0,0,0,0,0,0,0,0
245431,0,0,0,0,0,0,0,0
245476,0,1,0,0,0,0,0,0
245481,0,0,0,0,0,0,0,0
245485,0,0,0,0,0,0,0,0
245511,0,0,0,0,0,0,0,0
245513,0,0,0,0,0,0,0,0
245514,0,0,0,1,0,0,0,0
245526,0,1,0,0,0,0,0,0
245552,0,1,0,0,0,0,0,0
245554,1,0,0,0,0,0,0,0
245555,0,0,0,0,0,0,0,0
245568,0,0,0,0,0,0,0,0
245583,0,0,0,0,0,0,0,0
245585,0,0,0,0,0,0,0,0
245594,0,0,0,0,0,0,0,0
245610,0,0,0,0,0,0,0,0
245626,0,1,0,0,0,0,0,0
245647,0,0,0,0,0,0,0,0
245651,0,0,0,0,0,0,0,0
245670,0,0,0,0,0,0,0,0
245689,1,0,0,0,0,0,0,0
245711,0,1,0,0,0,0,0,0
245727,0,0,0,0,0,0,0,0
245749,0,0,0,0,0,0,0,0
245760,0,0,0,0,0,0,1,0
245764,1,0,0,0,0,0,0,0
245814,0,0,0,0,0,0,0,0
245822,0,0,0,0,0,0,0,0
245831,0,0,0,0,0,0,0,0
245837,0,0,0,0,0,0,0,0
245859,0,0,0,0,0,0,0,0
245889,0,0,0,0,0,0,0,0
245890,0,0,0,0,0,0,0,0
245900,0,1,0,0,0,0,0,0
245920,0,0,0,0,0,0,0,0
245924,1,0,0,0,0,0,0,0
245937,0,0,0,0,0,0,0,0
245982,0,0,0,0,0,0,0,0
245993,0,0,0,0,0,0,0,0
246011,0,0,0,0,0,0,0,0
246044,0,0,0,0,0,0,0,0
246047,0,0,0,0,0,0,0,0
246058,0,0,0,0,0,0,0,0
246069,0,1,0,0,0,0,0,0
246070,0,0,0,0,0,0,0,0
246085,0,0,0,0,0,0,0,0
246095,0,0,0,0,0,0,0,0
246096,0,0,0,0,0,0,0,0
246101,0,0,0,0,0,0,0,0
246113,0,0,0,0,0,0,0,0
246127,0,0,0,0,0,0,0,1
246138,0,0,0,0,0,0,0,0
246165,0,0,0,0,0,0,0,0
246182,0,0,0,0,0,0,0,0
246200,0,0,0,0,0,0,0,0
246201,0,0,0,0,0,0,0,0
246222,0,0,0,0,0,0,0,0
246226,0,0,0,0,0,0,0,0
246232,0,0,0,0,0,0,0,0
246245,0,0,0,0,0,0,0,0
246257,0,0,0,0,0,0,0,0
246281,1,0,0,0,0,0,0,0
246324,0,0,0,0,0,0,0,0
246362,0,0,0,1,0,0,0,0
246374,1,0,0,0,0,0,0,0
246399,0,0,0,0,0,0,0,0
246433,0,0,0,0,0,0,0,0
246691,1,0,1,0,0,0,0,0
246707,0,0,0,0,0,0,0,0
246720,0,1,0,0,0,0,0,0
246724,1,0,0,0,1,0,0,0
246760,0,0,0,0,0,0,0,0
246785,0,1,0,0,0,0,0,0
246827,0,0,1,1,0,0,0,0
246842,0,0,0,0,0,0,0,0
246864,0,0,0,0,0,0,0,0
246875,0,0,0,0,0,0,0,0
246927,0,0,0,0,0,0,0,0
246964,0,0,0,0,0,0,0,0
246966,0,0,0,0,0,0,0,0
247012,0,0,0,0,0,0,0,0
247039,0,0,0,0,0,0,0,0
247046,0,0,0,0,0,0,0,0
247050,0,0,0,0,0,0,0,0
247075,0,0,0,0,0,0,0,0
247099,0,1,0,0,0,0,0,0
247135,0,0,0,1,0,0,0,0
247151,0,0,0,0,0,0,0,0
247155,0,0,0,0,0,0,0,0
247163,0,0,0,0,0,0,0,0
247173,0,0,0,0,0,0,0,0
247175,0,0,0,0,0,0,0,0
247181,0,0,0,0,0,0,0,0
247195,0,0,0,0,0,0,0,0
247201,1,0,0,0,0,0,0,0
247231,0,0,0,0,0,0,0,0
247269,0,0,0,0,0,0,0,0
247273,0,1,0,0,0,0,0,0
247277,0,1,0,0,0,0,0,0
247279,0,0,0,0,0,0,1,1
247339,0,0,0,0,0,0,0,1
247373,1,1,0,0,0,0,0,0
247379,0,0,0,0,0,0,0,0
247389,0,0,0,0,0,0,0,0
247391,0,0,0,0,0,0,0,0
247396,0,0,0,0,0,0,0,0
247436,0,0,0,0,0,0,0,0
247441,0,0,0,0,0,0,0,0
247461,1,0,0,0,0,0,0,0
247474,1,0,0,1,0,0,0,0
247513,0,0,0,0,0,0,0,0
247535,0,0,0,0,0,0,0,0
247557,0,0,0,0,0,0,0,0
247558,0,0,0,0,0,0,0,0
247592,0,0,0,0,0,0,0,0
247599,0,1,0,0,0,0,0,0
247613,0,0,0,0,0,0,0,0
247614,0,0,0,0,0,0,0,0
247673,0,1,0,0,0,0,0,1
247708,0,0,0,0,0,0,0,0
247731,0,0,0,0,0,0,0,0
247737,0,1,0,0,0,0,0,0
247744,0,0,0,1,0,0,0,0
247771,0,0,0,0,0,0,0,0
247794,0,0,0,0,0,0,0,0
247804,0,1,0,0,0,0,0,0
247829,0,0,0,0,0,0,0,0
247839,0,0,0,0,0,0,0,0
247859,0,0,0,0,0,0,0,0
247863,0,0,0,0,0,0,0,0
247891,0,0,0,0,0,0,0,0
247910,0,0,0,0,0,0,0,0
247938,0,0,0,0,0,0,0,0
247946,0,0,1,0,0,0,0,0
247955,0,0,0,1,1,0,0,1
247972,1,0,0,0,0,0,0,0
247988,0,1,0,0,0,0,0,0
248017,0,0,0,0,0,0,0,0
248035,0,0,0,0,0,0,0,0
248089,0,1,0,0,0,0,0,0
248093,0,0,0,0,0,0,0,0
248132,0,0,0,0,0,0,0,0
248155,0,0,0,1,0,0,0,0
248166,0,1,0,0,0,0,0,0
248167,0,1,0,0,0,0,0,0
248188,0,0,0,0,0,0,0,0
248213,0,0,0,0,0,0,0,0
248223,1,1,0,0,0,0,0,0
248228,0,0,0,0,0,0,0,0
248232,0,1,0,0,0,0,0,0
248243,0,0,0,0,0,0,0,0
248247,0,0,0,0,0,0,0,0
248255,0,0,0,0,0,0,0,0
248274,0,0,0,0,0,0,0,0
248299,0,0,0,1,0,0,0,0
248309,0,0,0,0,0,0,0,0
248316,0,0,0,0,0,0,0,0
248340,0,0,0,0,0,0,0,0
248342,0,1,0,0,0,0,0,0
248373,0,1,0,0,0,0,0,0
248381,0,1,0,0,0,0,0,0
248387,1,0,0,1,0,0,0,0
248392,0,0,1,0,0,0,0,0
248421,0,0,0,0,0,0,0,0
248448,0,0,0,0,0,0,0,0
248450,0,0,0,0,0,0,0,0
248458,0,0,0,0,0,0,0,0
248483,0,0,0,0,0,0,0,0
248501,0,0,0,0,0,0,0,0
248520,0,0,0,0,0,0,0,0
248522,0,0,0,0,0,0,0,0
248547,0,0,0,0,0,0,0,0
248548,0,0,0,0,0,0,0,0
248592,0,0,0,0,0,0,0,0
248641,0,1,0,0,0,0,0,0
248656,0,0,0,0,0,0,0,0
248680,0,0,0,0,0,0,0,0
248689,0,0,0,0,0,0,0,0
248714,0,0,0,1,0,0,0,0
248715,0,0,0,0,0,0,0,0
248716,0,0,0,0,0,0,0,0
248754,0,0,0,0,0,0,0,0
248766,0,1,0,0,0,0,0,0
248799,0,0,0,0,0,0,0,0
248800,0,0,0,0,0,0,0,0
248805,0,0,0,0,0,0,0,0
248817,0,0,0,0,0,0,0,0
248859,0,1,0,0,0,0,0,0
248898,0,0,0,0,0,0,0,0
248905,1,1,0,0,0,0,0,0
248907,0,1,0,0,1,0,0,0
248916,0,0,0,0,0,0,0,0
248920,0,0,0,0,0,0,0,0
248946,0,0,0,0,0,0,0,0
248950,0,0,0,0,0,0,0,0
248962,0,0,0,0,0,0,0,0
248976,0,0,0,0,0,0,0,0
249005,0,0,0,0,0,0,0,0
249018,0,0,0,0,1,0,0,0
249042,0,0,0,0,0,0,0,0
249076,0,0,0,0,0,0,0,0
249085,0,0,0,0,0,0,0,0
249108,0,0,0,0,0,0,0,0
249115,0,0,0,0,0,0,0,0
249121,0,0,0,0,0,0,0,0
249144,0,0,0,0,0,0,0,0
249147,0,0,0,0,0,0,0,0
249169,0,0,0,0,0,0,0,0
249203,0,0,0,0,0,0,0,0
249226,0,0,0,0,0,0,0,0
249261,0,0,0,0,0,0,0,0
249263,0,0,0,0,0,0,0,0
249266,0,0,0,0,0,0,0,0
249278,0,0,0,0,0,0,0,0
249282,1,0,0,0,0,0,0,1
249314,0,0,0,0,0,0,0,0
249342,0,1,0,0,0,0,0,0
249347,0,0,0,0,0,0,0,0
249351,0,0,0,0,0,0,0,0
249387,0,0,0,0,0,0,0,0
249388,0,0,0,0,0,0,0,0
249400,0,0,0,0,0,0,0,0
249427,0,0,0,0,0,0,0,0
249447,0,0,0,0,0,0,0,0
249476,0,0,0,0,0,0,0,0
249487,0,0,0,0,0,0,0,0
249505,0,0,0,0,0,0,0,0
249516,0,0,0,0,0,0,0,0
249523,0,0,0,0,0,0,0,0
249549,0,0,0,0,0,0,0,0
249551,0,0,0,0,0,0,0,0
249562,0,0,0,0,0,0,0,0
249569,0,1,0,0,0,0,0,0
249592,0,0,0,0,0,0,0,0
249608,1,0,0,0,0,0,0,0
249610,0,0,0,0,0,0,0,0
249632,0,0,0,0,0,0,0,0
249662,0,0,0,0,0,0,0,0
249674,0,0,0,0,0,0,0,0
249678,0,0,0,0,0,0,0,1
249694,0,0,0,0,0,0,0,0
249727,0,0,0,0,0,0,0,1
249735,0,0,0,0,0,0,0,0
249755,0,0,0,0,0,0,0,0
249784,0,0,0,0,0,0,0,0
249810,0,0,0,0,0,0,0,0
249818,0,0,0,0,0,0,0,0
249820,0,0,0,0,0,0,0,0
249827,0,0,0,0,0,0,0,0
249854,0,0,0,0,0,0,0,0
249858,0,0,0,0,0,0,0,0
249873,0,0,0,0,0,0,0,0
249882,0,0,0,0,0,0,0,0
249895,0,0,0,0,0,0,0,0
249921,1,0,0,0,0,0,0,0
249937,1,0,0,0,0,0,0,0
249983,0,1,0,0,0,1,0,0
249996,1,0,0,0,0,0,0,0
250015,0,0,0,0,0,0,0,0
250017,0,0,0,0,0,1,0,0
250070,0,0,0,0,0,0,0,0
250075,0,0,0,0,0,0,0,0
250170,0,0,0,0,0,0,0,0
250192,1,0,0,0,0,0,0,0
250257,1,0,0,0,0,1,0,1
250290,0,0,0,0,0,0,0,0
250330,0,1,0,1,0,0,0,0
250341,1,0,0,0,0,0,0,0
250355,0,0,0,0,0,0,0,0
250359,0,0,0,0,0,0,0,0
250399,0,0,0,0,0,0,0,0
250420,0,0,0,0,0,0,0,0
250448,0,0,0,0,0,0,0,0
250452,0,0,0,0,0,0,0,0
250458,0,0,0,0,0,0,0,0
250467,0,0,0,0,0,0,0,0
250471,0,0,0,0,0,0,0,0
250492,0,0,0,0,0,0,0,0
250494,1,0,0,0,0,0,0,0
250503,0,0,0,0,0,0,0,0
250526,0,0,0,0,0,0,0,0
250535,1,0,0,0,0,0,0,0
250542,0,0,0,0,0,0,0,0
250582,0,0,0,0,0,0,0,0
250583,0,0,0,0,0,0,0,0
250586,0,1,0,0,0,0,0,0
250606,0,0,0,0,0,0,0,0
250674,0,0,0,0,0,0,0,0
250721,0,0,0,0,0,0,0,0
250722,0,0,0,0,0,0,0,0
250734,0,0,0,0,0,0,0,0
250775,0,0,0,0,0,0,0,0
250776,0,1,0,0,0,0,0,0
250875,0,0,0,0,0,0,0,0
250907,0,0,0,0,0,0,0,0
250919,0,0,0,0,0,0,0,0
250921,0,0,0,0,0,0,0,0
250978,0,0,0,0,0,0,0,0
250984,0,0,0,0,0,0,0,0
251001,0,0,0,0,0,0,0,1
251007,0,0,0,0,0,0,0,0
251022,0,0,0,0,0,0,0,0
251047,0,0,0,0,0,0,0,0
251048,0,0,0,0,0,0,0,0
251052,0,0,0,0,0,0,0,0
251055,0,1,0,0,0,0,0,0
251116,1,0,0,0,0,0,0,0
251133,0,0,0,0,0,0,0,0
251144,0,0,0,0,0,0,0,0
251154,0,0,0,0,0,0,0,0
251173,0,0,0,0,0,0,0,0
251184,0,0,0,0,0,0,0,0
251204,0,0,0,0,0,0,0,0
251207,0,1,0,0,0,0,0,0
251220,0,0,0,0,0,0,0,0
251229,0,1,0,0,0,0,0,0
251246,0,0,1,0,0,0,0,0
251248,0,0,0,0,0,0,0,0
251255,0,0,0,0,0,0,0,0
251311,0,0,0,0,0,0,0,0
251348,0,0,0,0,0,0,0,0
251351,0,0,0,0,0,0,0,0
251362,0,0,0,0,0,0,0,0
251367,0,0,0,0,0,0,0,0
251369,0,0,0,0,0,0,0,0
251374,0,0,0,0,0,0,0,0
251396,1,0,0,0,0,0,0,0
251401,0,0,0,0,0,0,0,0
251429,0,0,0,0,0,0,0,1
251437,0,0,0,0,0,0,0,0
251467,0,0,0,0,0,0,0,0
251468,0,0,0,0,0,0,0,1
251469,0,0,0,0,0,0,0,0
251546,0,1,0,0,0,0,0,0
251568,0,0,0,0,0,0,0,0
251575,0,0,0,0,0,0,0,0
251829,0,0,0,0,0,0,0,0
251866,0,0,0,0,0,0,0,0
251907,0,0,0,0,0,0,0,0
251933,0,0,0,0,0,0,0,0
251961,0,0,0,0,0,0,0,0
251976,0,0,0,0,0,0,0,0
251983,0,0,0,0,0,0,0,0
251987,1,0,0,0,0,0,0,0
252014,0,0,0,0,0,0,0,0
252022,0,1,0,0,0,0,0,0
252042,0,1,1,0,0,0,0,0
252048,0,0,0,0,0,0,0,0
252105,0,0,0,0,0,0,0,0
252200,0,1,0,0,0,0,0,0
252221,0,0,0,0,0,1,0,0
252255,0,0,0,0,0,0,0,0
252541,0,0,0,0,0,0,0,0
252546,0,0,0,0,0,0,0,0
252552,0,0,0,0,0,0,0,0
252562,0,0,0,0,0,0,0,0
252612,0,0,0,0,0,0,0,0
252633,0,0,0,0,0,0,1,0
252663,0,0,0,0,0,0,0,0
252668,0,0,0,0,0,0,0,0
252669,0,0,1,0,0,0,0,0
252726,0,0,0,0,0,0,0,0
252737,0,0,0,0,0,0,0,0
252765,0,0,0,0,0,0,0,0
252824,1,0,0,0,0,0,0,0
252828,0,0,0,0,0,0,0,0
252845,0,0,0,0,1,0,0,0
252873,0,0,0,0,0,0,0,0
252876,0,0,0,0,0,0,0,0
252905,0,0,0,0,0,0,0,0
252972,0,0,0,0,0,0,0,0
252982,0,0,0,0,0,0,0,0
253015,0,0,0,0,0,0,0,0
253035,0,0,0,0,0,0,0,0
253070,0,0,0,0,0,0,0,0
253073,0,0,0,0,0,0,0,0
253077,0,0,0,0,0,0,0,0
253101,0,0,0,1,0,0,0,0
253130,0,0,0,0,0,0,0,0
253169,0,0,0,0,0,0,0,0
253187,0,0,0,0,0,0,0,0
253191,1,0,0,1,1,0,0,0
253203,0,0,0,0,0,0,0,0
253236,0,0,0,0,0,0,0,0
253289,0,0,0,0,0,0,0,1
253292,0,0,0,0,1,0,0,0
253328,0,0,0,0,0,0,0,0
253336,1,0,0,0,0,0,0,0
253359,0,0,0,0,0,0,0,0
253368,0,0,0,0,0,0,0,0
253428,0,0,0,0,0,0,0,1
253460,0,0,0,0,0,0,0,0
253500,0,0,0,0,0,0,0,0
253504,1,0,0,0,0,0,0,0
253535,0,0,0,0,0,0,0,0
253541,0,0,0,0,0,0,0,0
253568,1,0,0,0,0,0,0,0
253577,0,0,0,0,0,0,0,0
253589,0,0,0,0,0,0,0,0
253595,0,0,0,0,0,0,0,0
253601,0,1,0,0,0,0,0,0
253611,0,0,0,0,0,0,0,0
253652,0,0,0,0,0,0,0,0
253665,1,0,0,0,0,0,0,0
253737,0,0,0,0,0,0,0,0
253750,0,0,0,0,0,0,0,0
253754,0,0,0,0,0,0,0,0
253783,0,0,0,0,0,0,0,0
253791,0,1,0,0,0,0,0,0
253841,0,0,0,0,0,0,0,0
253896,0,0,0,0,0,1,0,0
253897,0,0,0,0,0,0,0,0
253899,0,0,0,0,0,0,0,0
253939,0,0,0,0,0,0,0,0
253980,1,0,0,0,0,0,0,0
253987,0,0,0,0,0,0,0,0
253988,0,0,0,0,0,0,0,1
253996,0,0,0,0,0,0,0,1
254015,0,0,0,0,0,0,1,1
254022,0,1,0,0,0,0,0,0
254054,0,0,0,0,0,0,0,0
254104,0,0,0,0,0,0,0,0
254148,0,1,0,0,0,0,0,0
254165,0,0,0,0,1,0,0,0
254210,0,0,0,1,0,0,0,0
254216,0,0,0,0,0,0,0,0
254229,0,0,0,0,0,0,0,0
254262,0,0,0,0,0,0,0,0
254275,0,0,0,0,0,0,0,0
254283,0,0,0,0,1,0,0,0
254287,0,0,0,0,0,0,0,0
254300,0,0,0,0,0,0,0,0
254307,0,0,0,0,0,0,0,0
254327,0,0,0,0,0,0,0,0
254377,0,0,0,0,0,0,0,0
254428,1,0,0,0,0,0,0,0
254430,0,0,0,0,0,0,0,0
254447,0,0,0,0,0,0,0,0
254451,0,0,0,0,0,0,0,0
254471,0,0,0,0,0,0,0,1
254483,0,0,0,0,0,0,0,0
254538,0,1,0,0,0,0,0,0
254559,0,0,0,0,0,0,0,0
254563,0,0,0,0,0,0,1,0
254599,1,0,0,0,0,0,0,0
254608,0,0,0,0,0,0,0,0
254637,0,0,0,0,0,0,0,0
254686,0,0,0,0,0,0,0,0
254693,0,1,0,0,0,0,0,0
254695,0,0,0,0,1,0,0,0
254704,0,1,0,0,0,0,0,1
254724,0,1,0,0,0,0,0,0
254730,0,0,0,0,0,0,0,0
254756,0,0,0,0,0,0,1,0
254787,0,0,0,0,0,0,0,0
254789,0,0,0,0,0,0,0,0
254839,0,0,0,0,0,0,0,0
254864,0,1,0,0,0,0,0,0
254887,1,0,0,0,1,0,0,0
254916,0,0,0,0,0,0,0,0
254965,0,0,0,1,0,0,0,0
254986,0,0,0,0,0,0,0,0
254994,0,0,0,0,0,0,0,0
255029,0,0,0,0,0,0,0,0
255042,0,0,0,0,0,0,0,0
255047,0,0,0,0,0,0,0,0
255055,0,0,0,0,0,0,0,0
255058,0,0,0,0,0,0,0,0
255063,0,0,0,0,0,0,0,0
255100,0,1,0,0,0,0,0,0
255124,0,1,1,0,0,0,0,0
255157,0,0,0,1,0,0,0,0
255159,1,0,0,0,0,0,0,0
255162,0,0,0,0,0,0,0,0
255168,0,0,0,0,0,0,0,0
255170,0,0,0,0,0,0,0,0
255209,0,0,0,0,0,0,0,0
255210,0,0,0,0,0,0,0,0
255214,0,0,0,0,0,0,0,0
255225,0,0,0,0,0,0,0,0
255301,0,0,0,0,0,0,0,0
255459,0,0,0,0,0,0,0,0
255566,0,0,0,0,0,0,0,0
255631,0,0,0,0,0,0,0,0
255739,0,0,0,0,0,0,0,0
255784,0,0,0,0,0,0,0,0
255820,0,0,0,0,0,0,0,0
255918,0,0,0,0,0,0,0,0
255978,0,0,0,0,0,0,0,0
